Time,Level,Host,Service,Log,CompleteLog
2025-01-21T02:27:55.997Z,In(05),host-2377,rhttpproxy-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-rhttpproxy/rhttpproxy-vmon-apihealth.py,2025-01-21T02:27:55.997Z In(05) host-2377 <rhttpproxy-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-rhttpproxy/rhttpproxy-vmon-apihealth.py
2025-01-21T02:27:55.998Z,In(05),host-2377,vcha,"Skip service health check. State STOPPED, Curr request 0","2025-01-21T02:27:55.998Z In(05) host-2377 <vcha> Skip service health check. State STOPPED, Curr request 0"
2025-01-21T02:27:55.998Z,In(05),host-2377,envoy-hgw,Running the API Health command as user envoy-hgw,2025-01-21T02:27:55.998Z In(05) host-2377 <envoy-hgw> Running the API Health command as user envoy-hgw
2025-01-21T02:27:55.998Z,In(05),host-2377,envoy-hgw-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy-hgw/envoy-vmon-apihealth.py,2025-01-21T02:27:55.998Z In(05) host-2377 <envoy-hgw-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy-hgw/envoy-vmon-apihealth.py
2025-01-21T02:27:55.998Z,In(05),host-2377,envoy,Running the API Health command as user envoy,2025-01-21T02:27:55.998Z In(05) host-2377 <envoy> Running the API Health command as user envoy
2025-01-21T02:27:55.998Z,In(05),host-2377,envoy-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy/envoy-vmon-apihealth.py,2025-01-21T02:27:55.998Z In(05) host-2377 <envoy-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy/envoy-vmon-apihealth.py
2025-01-21T02:27:56.194Z,In(05),host-2377,lookupsvc,Running the API Health command as user lookupsvc,2025-01-21T02:27:56.194Z In(05) host-2377 <lookupsvc> Running the API Health command as user lookupsvc
2025-01-21T02:27:56.195Z,In(05),host-2377,lookupsvc-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-lookupsvc/bin/lookupsvc-health.py /var/log/vmware/lookupsvc/lookupsvc-health.log,2025-01-21T02:27:56.195Z In(05) host-2377 <lookupsvc-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-lookupsvc/bin/lookupsvc-health.py /var/log/vmware/lookupsvc/lookupsvc-health.log
2025-01-21T02:27:56.195Z,In(05),host-2377,vmware-postgres-archiver,Running the API Health command as user vpostgres,2025-01-21T02:27:56.195Z In(05) host-2377 <vmware-postgres-archiver> Running the API Health command as user vpostgres
2025-01-21T02:27:56.195Z,In(05),host-2377,vmware-postgres-archiver-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-postgres-archiver -f /dev/shm/vmware-postgres-archiver-health-status.xml,2025-01-21T02:27:56.195Z In(05) host-2377 <vmware-postgres-archiver-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-postgres-archiver -f /dev/shm/vmware-postgres-archiver-health-status.xml
2025-01-21T02:27:56.196Z,In(05),host-2377,vc-ws1a-broker,Running the API Health command as user,2025-01-21T02:27:56.196Z In(05) host-2377 <vc-ws1a-broker> Running the API Health command as user
2025-01-21T02:27:56.196Z,In(05),host-2377,vc-ws1a-broker-healthcmd,Constructed command: /storage/containers/vc-ws1a-broker/dbb7fed8d494caf9bf2ee657a3622d62b846347019b4e13df5f0bd59128010c0/health_check.sh,2025-01-21T02:27:56.196Z In(05) host-2377 <vc-ws1a-broker-healthcmd> Constructed command: /storage/containers/vc-ws1a-broker/dbb7fed8d494caf9bf2ee657a3622d62b846347019b4e13df5f0bd59128010c0/health_check.sh
2025-01-21T02:27:56.439Z,In(05),host-2377,sps,Running the API Health command as user sps,2025-01-21T02:27:56.439Z In(05) host-2377 <sps> Running the API Health command as user sps
2025-01-21T02:27:56.439Z,In(05),host-2377,sps-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n sps -u /sms/HealthStatus -t 30,2025-01-21T02:27:56.439Z In(05) host-2377 <sps-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n sps -u /sms/HealthStatus -t 30
2025-01-21T02:27:56.439Z,In(05),host-2377,vapi-endpoint,Running the API Health command as user vapiEndpoint,2025-01-21T02:27:56.439Z In(05) host-2377 <vapi-endpoint> Running the API Health command as user vapiEndpoint
2025-01-21T02:27:56.439Z,In(05),host-2377,vapi-endpoint-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vapi-endpoint -f /var/run/vapi-endpoint/vapi-endpoint-health-status.xml -t 30,2025-01-21T02:27:56.439Z In(05) host-2377 <vapi-endpoint-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vapi-endpoint -f /var/run/vapi-endpoint/vapi-endpoint-health-status.xml -t 30
2025-01-21T02:27:56.439Z,In(05),host-2377,sts,Running the API Health command as user sts,2025-01-21T02:27:56.439Z In(05) host-2377 <sts> Running the API Health command as user sts
2025-01-21T02:27:56.439Z,In(05),host-2377,sts-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmidentity/install/sts-vmon-health-checker.py,2025-01-21T02:27:56.439Z In(05) host-2377 <sts-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmidentity/install/sts-vmon-health-checker.py
2025-01-21T02:27:58.065Z,In(05),host-2377,vpxd,Running the API Health command as user vpxd,2025-01-21T02:27:58.065Z In(05) host-2377 <vpxd> Running the API Health command as user vpxd
2025-01-21T02:27:58.065Z,In(05),host-2377,vpxd-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd -f /var/run/vpxd/vmware-vpxd-health-status.xml,2025-01-21T02:27:58.065Z In(05) host-2377 <vpxd-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd -f /var/run/vpxd/vmware-vpxd-health-status.xml
2025-01-21T02:27:58.065Z,In(05),host-2377,vpxd-svcs,Running the API Health command as user vpxd-svcs,2025-01-21T02:27:58.065Z In(05) host-2377 <vpxd-svcs> Running the API Health command as user vpxd-svcs
2025-01-21T02:27:58.065Z,In(05),host-2377,vpxd-svcs-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd-svcs -u /invsvc/invsvc-health -t 30,2025-01-21T02:27:58.065Z In(05) host-2377 <vpxd-svcs-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd-svcs -u /invsvc/invsvc-health -t 30
2025-01-21T02:27:58.265Z,In(05),host-2377,rbd,"Skip service health check. State STOPPED, Curr request 0","2025-01-21T02:27:58.265Z In(05) host-2377 <rbd> Skip service health check. State STOPPED, Curr request 0"
2025-01-21T02:27:58.265Z,In(05),host-2377,pschealth,Running the API Health command as user pschealth,2025-01-21T02:27:58.265Z In(05) host-2377 <pschealth> Running the API Health command as user pschealth
2025-01-21T02:27:58.265Z,In(05),host-2377,pschealth-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-pschealth/vmon/pschealth-vmon-apihealth.py,2025-01-21T02:27:58.265Z In(05) host-2377 <pschealth-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-pschealth/vmon/pschealth-vmon-apihealth.py
2025-01-21T02:27:58.273Z,In(05),host-2377,wcp,Running the API Health command as user wcp,2025-01-21T02:27:58.273Z In(05) host-2377 <wcp> Running the API Health command as user wcp
2025-01-21T02:27:58.273Z,In(05),host-2377,wcp-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n wcp -u /wcp/health -t 10,2025-01-21T02:27:58.273Z In(05) host-2377 <wcp-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n wcp -u /wcp/health -t 10
2025-01-21T02:27:58.485Z,In(05),host-2377,,In(05) host-2377 Successfully executed service batch operation API_HEALTH.,2025-01-21T02:27:58.485Z In(05) host-2377 Successfully executed service batch operation API_HEALTH.
2025-01-21T02:32:58.965Z,In(05),host-2377,,"In(05) host-2377 Executing service batch op API_HEALTH. IgnoreFail=1, service count=17","2025-01-21T02:32:58.965Z In(05) host-2377 Executing service batch op API_HEALTH. IgnoreFail=1, service count=17"
2025-01-21T02:32:58.965Z,In(05),host-2377,envoy-sidecar,Running the API Health command as user envoy-sidecar,2025-01-21T02:32:58.965Z In(05) host-2377 <envoy-sidecar> Running the API Health command as user envoy-sidecar
2025-01-21T02:32:58.965Z,In(05),host-2377,envoy-sidecar-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy-sidecar/envoy-vmon-apihealth.py,2025-01-21T02:32:58.965Z In(05) host-2377 <envoy-sidecar-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy-sidecar/envoy-vmon-apihealth.py
2025-01-21T02:32:58.966Z,In(05),host-2377,vcha,"Skip service health check. State STOPPED, Curr request 0","2025-01-21T02:32:58.966Z In(05) host-2377 <vcha> Skip service health check. State STOPPED, Curr request 0"
2025-01-21T02:32:58.966Z,In(05),host-2377,vmware-vpostgres,Running the API Health command as user vpostgres,2025-01-21T02:32:58.966Z In(05) host-2377 <vmware-vpostgres> Running the API Health command as user vpostgres
2025-01-21T02:32:58.966Z,In(05),host-2377,vmware-vpostgres-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-vpostgres -f /dev/shm/vmware-postgres-health-status.xml,2025-01-21T02:32:58.966Z In(05) host-2377 <vmware-vpostgres-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-vpostgres -f /dev/shm/vmware-postgres-health-status.xml
2025-01-21T02:32:58.967Z,In(05),host-2377,rhttpproxy,Running the API Health command as user rhttpproxy,2025-01-21T02:32:58.967Z In(05) host-2377 <rhttpproxy> Running the API Health command as user rhttpproxy
2025-01-21T02:32:58.967Z,In(05),host-2377,rhttpproxy-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-rhttpproxy/rhttpproxy-vmon-apihealth.py,2025-01-21T02:32:58.967Z In(05) host-2377 <rhttpproxy-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-rhttpproxy/rhttpproxy-vmon-apihealth.py
2025-01-21T02:32:58.967Z,In(05),host-2377,envoy,Running the API Health command as user envoy,2025-01-21T02:32:58.967Z In(05) host-2377 <envoy> Running the API Health command as user envoy
2025-01-21T02:32:58.967Z,In(05),host-2377,envoy-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy/envoy-vmon-apihealth.py,2025-01-21T02:32:58.967Z In(05) host-2377 <envoy-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy/envoy-vmon-apihealth.py
2025-01-21T02:32:58.968Z,In(05),host-2377,envoy-hgw,Running the API Health command as user envoy-hgw,2025-01-21T02:32:58.968Z In(05) host-2377 <envoy-hgw> Running the API Health command as user envoy-hgw
2025-01-21T02:32:58.968Z,In(05),host-2377,envoy-hgw-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy-hgw/envoy-vmon-apihealth.py,2025-01-21T02:32:58.968Z In(05) host-2377 <envoy-hgw-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy-hgw/envoy-vmon-apihealth.py
2025-01-21T02:32:59.235Z,In(05),host-2377,lookupsvc,Running the API Health command as user lookupsvc,2025-01-21T02:32:59.235Z In(05) host-2377 <lookupsvc> Running the API Health command as user lookupsvc
2025-01-21T02:32:59.235Z,In(05),host-2377,lookupsvc-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-lookupsvc/bin/lookupsvc-health.py /var/log/vmware/lookupsvc/lookupsvc-health.log,2025-01-21T02:32:59.235Z In(05) host-2377 <lookupsvc-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-lookupsvc/bin/lookupsvc-health.py /var/log/vmware/lookupsvc/lookupsvc-health.log
2025-01-21T02:32:59.236Z,In(05),host-2377,vmware-postgres-archiver,Running the API Health command as user vpostgres,2025-01-21T02:32:59.236Z In(05) host-2377 <vmware-postgres-archiver> Running the API Health command as user vpostgres
2025-01-21T02:32:59.236Z,In(05),host-2377,vmware-postgres-archiver-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-postgres-archiver -f /dev/shm/vmware-postgres-archiver-health-status.xml,2025-01-21T02:32:59.236Z In(05) host-2377 <vmware-postgres-archiver-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-postgres-archiver -f /dev/shm/vmware-postgres-archiver-health-status.xml
2025-01-21T02:32:59.236Z,In(05),host-2377,vc-ws1a-broker,Running the API Health command as user,2025-01-21T02:32:59.236Z In(05) host-2377 <vc-ws1a-broker> Running the API Health command as user
2025-01-21T02:32:59.236Z,In(05),host-2377,vc-ws1a-broker-healthcmd,Constructed command: /storage/containers/vc-ws1a-broker/dbb7fed8d494caf9bf2ee657a3622d62b846347019b4e13df5f0bd59128010c0/health_check.sh,2025-01-21T02:32:59.236Z In(05) host-2377 <vc-ws1a-broker-healthcmd> Constructed command: /storage/containers/vc-ws1a-broker/dbb7fed8d494caf9bf2ee657a3622d62b846347019b4e13df5f0bd59128010c0/health_check.sh
2025-01-21T02:32:59.460Z,In(05),host-2377,sps,Running the API Health command as user sps,2025-01-21T02:32:59.460Z In(05) host-2377 <sps> Running the API Health command as user sps
2025-01-21T02:32:59.461Z,In(05),host-2377,sps-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n sps -u /sms/HealthStatus -t 30,2025-01-21T02:32:59.461Z In(05) host-2377 <sps-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n sps -u /sms/HealthStatus -t 30
2025-01-21T02:32:59.461Z,In(05),host-2377,vapi-endpoint,Running the API Health command as user vapiEndpoint,2025-01-21T02:32:59.461Z In(05) host-2377 <vapi-endpoint> Running the API Health command as user vapiEndpoint
2025-01-21T02:32:59.461Z,In(05),host-2377,vapi-endpoint-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vapi-endpoint -f /var/run/vapi-endpoint/vapi-endpoint-health-status.xml -t 30,2025-01-21T02:32:59.461Z In(05) host-2377 <vapi-endpoint-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vapi-endpoint -f /var/run/vapi-endpoint/vapi-endpoint-health-status.xml -t 30
2025-01-21T02:32:59.461Z,In(05),host-2377,sts,Running the API Health command as user sts,2025-01-21T02:32:59.461Z In(05) host-2377 <sts> Running the API Health command as user sts
2025-01-21T02:32:59.461Z,In(05),host-2377,sts-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmidentity/install/sts-vmon-health-checker.py,2025-01-21T02:32:59.461Z In(05) host-2377 <sts-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmidentity/install/sts-vmon-health-checker.py
2025-01-21T02:33:01.043Z,In(05),host-2377,vpxd,Running the API Health command as user vpxd,2025-01-21T02:33:01.043Z In(05) host-2377 <vpxd> Running the API Health command as user vpxd
2025-01-21T02:33:01.043Z,In(05),host-2377,vpxd-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd -f /var/run/vpxd/vmware-vpxd-health-status.xml,2025-01-21T02:33:01.043Z In(05) host-2377 <vpxd-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd -f /var/run/vpxd/vmware-vpxd-health-status.xml
2025-01-21T02:33:01.044Z,In(05),host-2377,vpxd-svcs,Running the API Health command as user vpxd-svcs,2025-01-21T02:33:01.044Z In(05) host-2377 <vpxd-svcs> Running the API Health command as user vpxd-svcs
2025-01-21T02:33:01.044Z,In(05),host-2377,vpxd-svcs-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd-svcs -u /invsvc/invsvc-health -t 30,2025-01-21T02:33:01.044Z In(05) host-2377 <vpxd-svcs-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd-svcs -u /invsvc/invsvc-health -t 30
2025-01-21T02:33:01.230Z,In(05),host-2377,rbd,"Skip service health check. State STOPPED, Curr request 0","2025-01-21T02:33:01.230Z In(05) host-2377 <rbd> Skip service health check. State STOPPED, Curr request 0"
2025-01-21T02:33:01.231Z,In(05),host-2377,pschealth,Running the API Health command as user pschealth,2025-01-21T02:33:01.231Z In(05) host-2377 <pschealth> Running the API Health command as user pschealth
2025-01-21T02:33:01.231Z,In(05),host-2377,pschealth-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-pschealth/vmon/pschealth-vmon-apihealth.py,2025-01-21T02:33:01.231Z In(05) host-2377 <pschealth-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-pschealth/vmon/pschealth-vmon-apihealth.py
2025-01-21T02:33:01.235Z,In(05),host-2377,wcp,Running the API Health command as user wcp,2025-01-21T02:33:01.235Z In(05) host-2377 <wcp> Running the API Health command as user wcp
2025-01-21T02:33:01.235Z,In(05),host-2377,wcp-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n wcp -u /wcp/health -t 10,2025-01-21T02:33:01.235Z In(05) host-2377 <wcp-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n wcp -u /wcp/health -t 10
2025-01-21T02:33:01.438Z,In(05),host-2377,,In(05) host-2377 Successfully executed service batch operation API_HEALTH.,2025-01-21T02:33:01.438Z In(05) host-2377 Successfully executed service batch operation API_HEALTH.
2025-01-21T02:38:01.439Z,In(05),host-2377,,"In(05) host-2377 Executing service batch op API_HEALTH. IgnoreFail=1, service count=17","2025-01-21T02:38:01.439Z In(05) host-2377 Executing service batch op API_HEALTH. IgnoreFail=1, service count=17"
2025-01-21T02:38:01.439Z,In(05),host-2377,envoy-sidecar,Running the API Health command as user envoy-sidecar,2025-01-21T02:38:01.439Z In(05) host-2377 <envoy-sidecar> Running the API Health command as user envoy-sidecar
2025-01-21T02:38:01.439Z,In(05),host-2377,envoy-sidecar-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy-sidecar/envoy-vmon-apihealth.py,2025-01-21T02:38:01.439Z In(05) host-2377 <envoy-sidecar-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy-sidecar/envoy-vmon-apihealth.py
2025-01-21T02:38:01.440Z,In(05),host-2377,vmware-vpostgres,Running the API Health command as user vpostgres,2025-01-21T02:38:01.440Z In(05) host-2377 <vmware-vpostgres> Running the API Health command as user vpostgres
2025-01-21T02:38:01.440Z,In(05),host-2377,vmware-vpostgres-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-vpostgres -f /dev/shm/vmware-postgres-health-status.xml,2025-01-21T02:38:01.440Z In(05) host-2377 <vmware-vpostgres-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-vpostgres -f /dev/shm/vmware-postgres-health-status.xml
